tiempo_s,RAM_MB,CPU_acumulado_s
0.0035207271575927734,4.03125,0.0
0.5276422500610352,48.37890625,0.484375
1.040231704711914,74.00390625,0.90625
1.5574290752410889,294.12890625,1.34375
2.068843364715576,254.921875,1.8125
2.5802111625671387,388.015625,2.3125
3.0974762439727783,358.4765625,2.765625
3.607255697250366,469.578125,3.265625
4.118584394454956,466.671875,3.703125
4.630680084228516,543.1171875,4.21875
5.141865253448486,558.453125,4.640625
5.657131910324097,666.171875,5.15625
6.167935609817505,628.4140625,5.578125
6.681455850601196,738.0859375,6.09375
7.1973888874053955,687.56640625,6.515625
7.7091779708862305,802.9921875,7.03125
8.22728967666626,788.14453125,7.484375
8.737726211547852,883.34765625,7.984375
9.24983286857605,868.55078125,8.40625
9.762551307678223,946.875,8.921875
10.277096271514893,918.203125,9.359375
10.797377347946167,1023.05859375,9.875
11.307857751846313,998.5546875,10.359375
11.818753242492676,1087.8828125,10.84375
12.337533235549927,1096.2109375,11.296875
12.851122617721558,1180.77734375,11.8125
13.369688034057617,1160.6484375,12.265625
13.878353118896484,1261.171875,12.78125
14.389731884002686,1270.26953125,13.21875
14.901920557022095,1353.03125,13.734375
15.417356014251709,1368.83203125,14.171875
15.927117586135864,1508.41796875,14.671875
16.44039559364319,1425.49609375,15.109375
16.953744411468506,1567.9140625,15.625
17.467134952545166,1569.76953125,16.140625
17.98086380958557,1602.0859375,16.59375
18.497583627700806,1579.3828125,17.046875
19.040750741958618,1673.24609375,17.5625
19.557470321655273,1703.55859375,17.984375
20.074094772338867,1729.8046875,18.453125
20.587511777877808,1768.26953125,18.90625
21.097580194473267,1802.91796875,19.3125
21.612141847610474,1871.015625,19.734375
22.130654335021973,1822.4609375,20.125
22.65570306777954,1898.48046875,20.546875
23.19737434387207,1924.41796875,20.875
23.72004723548889,1955.18359375,21.328125
24.237334966659546,2008.51171875,21.78125
24.763614177703857,2022.11328125,22.25
25.281797885894775,2051.2578125,22.625
25.797500610351562,2103.01953125,23.109375
26.32012438774109,2126.21484375,23.546875
26.83020806312561,2165.671875,24.046875
27.346867561340332,2170.453125,24.34375
27.860814809799194,2220.08203125,24.75
28.38223934173584,2243.34765625,25.15625
28.89734411239624,2248.65625,25.546875
29.412793159484863,2331.87890625,26.0
29.930179119110107,2291.796875,26.421875
30.44314694404602,2367.90234375,26.890625
30.969794988632202,2397.82421875,27.328125
31.479767322540283,2371.55859375,27.640625
31.997501850128174,2483.93359375,28.109375
32.51415514945984,2449.703125,28.59375
33.03025698661804,2529.8515625,29.0
33.5474956035614,2557.53515625,29.5
34.06189203262329,2597.625,29.859375
34.58451437950134,2633.52734375,30.3125
35.09744834899902,2641.16015625,30.75
35.62293028831482,2720.046875,31.21875
36.14229083061218,2690.75,31.59375
36.6849319934845,2757.70703125,31.890625
37.19717311859131,2800.859375,32.34375
37.70758605003357,2814.9765625,32.75
38.222596645355225,2887.9921875,33.265625
38.73727321624756,2879.66015625,33.65625
39.25213861465454,2979.28125,34.15625
39.76830053329468,2957.7265625,34.578125
40.28201103210449,3052.8203125,35.0625
40.80221891403198,3025.6796875,35.5
41.317413568496704,3126.8046875,35.96875
41.82744097709656,3131.09765625,36.4375
42.350608110427856,3211.1640625,36.9375
42.86741757392883,3207.87890625,37.390625
43.37740230560303,3294.35546875,37.875
43.890050649642944,3256.26953125,38.296875
44.40218544006348,3352.34765625,38.78125
44.91739797592163,3360.14453125,39.203125
45.42714190483093,3434.76953125,39.6875
45.93832302093506,3444.10546875,40.15625
46.45545315742493,3511.24609375,40.65625
46.967251777648926,3523.7265625,41.078125
47.47739505767822,3594.73828125,41.59375
47.98898220062256,3606.56640625,42.015625
48.51752781867981,3690.62109375,42.515625
49.02787494659424,3675.33984375,42.90625
49.542221546173096,3740.25,43.421875
50.06166172027588,3745.046875,43.890625
50.57247495651245,3865.60546875,44.34375
51.08731937408447,3905.01171875,44.859375
51.607460021972656,3904.109375,45.28125
52.12295150756836,3937.77734375,45.796875
52.63716173171997,3941.4609375,46.25
53.1571741104126,4032.9921875,46.765625
53.6739776134491,4015.52734375,47.21875
54.189879417419434,4084.2109375,47.71875
54.70218467712402,4110.59375,48.234375
55.221123695373535,4132.91796875,48.546875
55.73735427856445,4181.91796875,49.0625
56.24824857711792,4215.44140625,49.515625
56.7673921585083,4263.85546875,50.046875
57.287370681762695,4301.62890625,50.46875
57.80000925064087,4346.71875,50.984375
58.31969165802002,4387.7578125,51.390625
58.837188482284546,4423.359375,51.890625
59.35194182395935,4466.203125,52.34375
59.868826150894165,4468.26171875,52.859375
60.38129758834839,4567.3515625,53.328125
60.897090435028076,4541.34765625,53.8125
61.41005349159241,4627.65234375,54.296875
61.92707872390747,4642.50390625,54.765625
62.442103147506714,4685.5390625,55.203125
62.96085715293884,4725.27734375,55.734375
63.48235726356506,4778.6328125,56.1875
63.99793314933777,4754.984375,56.671875
64.50891542434692,4851.5546875,57.125
65.02777552604675,4850.58984375,57.625
65.54097628593445,4948.203125,58.078125
66.05717873573303,4975.94921875,58.59375
66.56979441642761,5044.3984375,59.03125
67.08372521400452,5097.63671875,59.546875
67.59741234779358,5074.90625,59.984375
68.11736679077148,5162.14453125,60.5
68.63359451293945,5119.41796875,60.96875
69.14740753173828,5245.98046875,61.5
69.66827154159546,5204.11328125,62.0
70.18714237213135,5320.93359375,62.4375
70.70737648010254,5366.3515625,62.921875
71.22716689109802,5381.36328125,63.421875
71.75726962089539,5350.25390625,63.859375
72.27753782272339,5446.359375,64.375
72.81324648857117,5469.5703125,64.828125
73.33748626708984,5429.46875,65.234375
73.851642370224,5506.09375,65.671875
74.36748147010803,5542.12890625,66.1875
74.88753151893616,5552.46484375,66.609375
75.40131568908691,5646.86328125,67.125
75.91717219352722,5676.5859375,67.640625
76.43097686767578,5622.48046875,68.078125
76.95104432106018,5728.87890625,68.578125
77.4699010848999,5751.71484375,69.09375
77.98927283287048,5696.8125,69.515625
78.50253772735596,5848.01171875,70.03125
79.01723837852478,5873.10546875,70.53125
79.5324923992157,5843.37890625,70.9375
80.05266284942627,5977.92578125,71.421875
80.56899499893188,5985.609375,71.921875
81.087233543396,5914.2734375,72.328125
81.59768319129944,6086.24609375,72.84375
82.11036443710327,6109.41796875,73.359375
82.62905597686768,6157.8046875,73.765625
83.14022517204285,6192.015625,74.28125
83.65278053283691,6140.7734375,74.6875
84.16714358329773,6311.23046875,75.203125
84.687495470047,6249.359375,75.6875
85.20401382446289,6393.92578125,76.0625
85.72754383087158,6416.375,76.578125
86.24242448806763,6395.60546875,76.96875
86.76726531982422,6527.22265625,77.5
87.28739666938782,6541.78515625,77.984375
87.79814410209656,6463.07421875,78.375
88.3097734451294,6643.37109375,78.875
88.82721281051636,6658.7578125,79.40625
89.34725022315979,6707.6953125,79.8125
89.857430934906,6742.92578125,80.3125
90.37140727043152,6668.859375,80.71875
90.89745688438416,6835.1640625,81.21875
91.40945959091187,6852.82421875,81.734375
91.92773079872131,6875.671875,82.140625
92.4415819644928,6946.41796875,82.640625
92.95716834068298,6877.2109375,83.0625
93.48061490058899,7045.328125,83.5625
93.99180126190186,7068.9140625,84.078125
94.5087640285492,7110.46484375,84.5
95.02134418487549,7151.01953125,85.015625
95.53742051124573,7144.18359375,85.421875
96.0478503704071,7251.3046875,85.9375
96.55789875984192,7276.09765625,86.4375
97.07722640037537,7321.6640625,86.84375
97.58803725242615,7362.2578125,87.359375
98.09738445281982,7301.73046875,87.765625
98.60838437080383,7488.90234375,88.28125
99.12756514549255,7406.3203125,88.765625
99.63752675056458,7535.078125,89.1875
100.151602268219,7581.23828125,89.703125
100.66734552383423,7658.66015625,90.21875
101.19034028053284,7945.18359375,90.71875
101.711092710495,7827.08203125,91.25
102.23736882209778,7462.5,91.734375
102.75008893013,7529.1171875,92.25
103.26050591468811,7531.6171875,92.75
103.77222871780396,7533.6796875,93.265625
104.28719305992126,7535.6796875,93.765625
104.79723358154297,7537.7421875,94.296875
105.30993342399597,7540.2421875,94.796875
105.82169318199158,7542.8046875,95.3125
106.33098983764648,7545.3671875,95.828125
106.84708762168884,7547.4921875,96.34375
107.35902738571167,7549.4921875,96.84375
107.86858248710632,7551.5546875,97.359375
108.3805832862854,7554.0546875,97.875
108.89259958267212,7556.4921875,98.390625
109.40517663955688,7558.9921875,98.890625
109.91725707054138,7561.1171875,99.390625
110.42784214019775,7563.1171875,99.90625
110.94027161598206,7565.1796875,100.421875
111.45207190513611,7567.5546875,100.9375
111.96710586547852,7570.1171875,101.4375
112.47742486000061,7572.6796875,101.953125
112.98775029182434,7574.8671875,102.46875
113.50128936767578,7576.9921875,102.96875
114.01731610298157,7579.0546875,103.484375
114.52722263336182,7581.3671875,104.0
115.04012393951416,7583.9296875,104.515625
115.55053305625916,7586.4921875,105.03125
116.06162881851196,7588.1796875,105.546875
116.57893466949463,7589.1171875,106.046875
117.09744119644165,7590.1171875,106.515625
117.61720395088196,7655.08203125,107.03125
118.14237141609192,7733.1171875,107.546875
118.67745041847229,7767.5546875,108.0625
119.1929337978363,7814.4296875,108.578125
119.70288228988647,7861.3671875,109.09375
120.21444368362427,7916.5546875,109.59375
120.72712206840515,7961.71484375,110.109375
121.2388653755188,7999.6171875,110.625
121.75128769874573,8031.4921875,111.140625
122.26738739013672,8097.3671875,111.640625
122.77730226516724,8112.4296875,112.171875
123.29308199882507,8175.3671875,112.6875
123.80886507034302,8209.7421875,113.171875
124.32224345207214,8212.9921875,113.6875
124.83719277381897,8248.4921875,114.203125
125.34719562530518,8280.1796875,114.71875
125.86712265014648,8309.8671875,115.234375
126.38171863555908,8334.0546875,115.734375
126.9013831615448,8334.0546875,116.265625
127.4184033870697,8364.0546875,116.734375
127.93182015419006,8401.9296875,117.25
128.44726538658142,8437.4296875,117.765625
128.957661151886,8470.5546875,118.28125
129.47131538391113,8489.1171875,118.796875
129.98421955108643,8489.1171875,119.296875
130.49786686897278,8517.9921875,119.828125
131.01031041145325,8550.61328125,120.328125
131.5216417312622,8574.3671875,120.84375
132.0323257446289,8586.01171875,121.359375
132.5432369709015,8547.4375,121.859375
133.0574460029602,8432.1328125,122.375
133.57715034484863,8434.19140625,122.828125
134.10085725784302,8434.19921875,123.34375
134.61340475082397,8499.83984375,123.859375
135.12386322021484,8572.62890625,124.359375
135.63727235794067,8572.62890625,124.875
136.14876580238342,8572.62890625,125.390625
136.65781950950623,8572.62890625,125.890625
137.17245769500732,8572.62890625,126.40625
137.6874349117279,8572.62890625,126.90625
138.1971333026886,8572.62890625,127.40625
138.71048736572266,8572.62890625,127.921875
139.2222397327423,8572.62890625,128.4375
139.73726844787598,8572.62890625,128.953125
140.25706124305725,8572.62890625,129.453125
140.7718961238861,8572.62890625,129.96875
141.28731679916382,8572.62890625,130.484375
141.80320525169373,8572.62890625,130.984375
142.31734323501587,8572.62890625,131.5
142.8288700580597,8572.62890625,132.015625
143.3540005683899,8572.62890625,132.4375
143.86831736564636,8572.62890625,132.90625
144.382009267807,8572.62890625,133.359375
144.89741849899292,8572.62890625,133.828125
145.41410970687866,8572.62890625,134.265625
145.92805671691895,8572.62890625,134.78125
146.43916416168213,8572.62890625,135.265625
146.95475435256958,8572.62890625,135.765625
147.4865803718567,8572.62890625,136.1875
148.0000536441803,8572.62890625,136.640625
148.5178234577179,8572.62890625,137.15625
149.03159594535828,8572.62890625,137.671875
149.54891085624695,8572.62890625,138.171875
150.06538319587708,8572.62890625,138.65625
150.57741737365723,8572.62890625,139.15625
151.0963933467865,8572.62890625,139.671875
151.61706948280334,8636.734375,140.15625
152.13149738311768,8517.02734375,140.65625
152.6513979434967,8517.02734375,141.171875
153.1639530658722,8522.109375,141.65625
153.67791152000427,8529.359375,142.171875
154.19563055038452,8536.484375,142.671875
154.70909357070923,8542.921875,143.1875
155.25922322273254,8547.546875,143.59375
155.77554607391357,8553.046875,144.046875
156.2913112640381,8559.421875,144.5625
156.8075234889984,8566.109375,145.078125
157.3228361606598,8572.546875,145.609375
157.84220814704895,8580.234375,146.109375
158.35752630233765,7385.2265625,146.59375
158.87219309806824,7574.6171875,147.09375
159.39009165763855,7581.421875,147.609375
159.90648293495178,7841.67578125,148.109375
160.42222142219543,7851.6640625,148.625
160.94221258163452,7651.98828125,149.125
161.47083187103271,7595.64453125,149.5
161.9847002029419,7238.4921875,150.0
162.49604964256287,7315.22265625,150.484375
163.00927543640137,7315.22265625,150.96875
163.5229058265686,7315.22265625,151.484375
164.03864812850952,7315.22265625,152.0
164.56437945365906,7315.22265625,152.40625
165.07898092269897,7315.22265625,152.890625
165.59379363059998,7330.02734375,153.40625
166.1062150001526,7334.96484375,153.90625
166.62397027015686,7330.75,154.421875
167.13907122612,7333.875,154.90625
167.65142583847046,7425.828125,155.40625
168.170583486557,7611.33984375,155.90625
168.68596148490906,7871.6015625,156.421875
169.2047381401062,8160.87890625,156.90625
169.72299122810364,8337.390625,157.40625
170.24852585792542,7998.64453125,157.84375
170.7681565284729,7646.40625,158.34375
171.28741264343262,7651.64453125,158.8125
171.80707430839539,7843.22265625,159.34375
172.32731246948242,7877.21484375,159.828125
172.84042930603027,7830.328125,160.34375
173.3624393939972,7779.52734375,160.828125
173.8774290084839,7653.1796875,161.359375
174.39705204963684,7650.97265625,161.84375
174.9094738960266,7655.1484375,162.359375
175.42739987373352,7653.5234375,162.859375
175.94176197052002,7651.7890625,163.375
176.45737552642822,7648.421875,163.859375
176.97711205482483,7653.62890625,164.375
177.4945228099823,7650.8203125,164.875
178.05560851097107,7652.8984375,165.171875
178.5710413455963,7655.0234375,165.515625
179.08749961853027,7653.37890625,166.015625
179.60399317741394,7650.62890625,166.515625
180.12156867980957,7654.84765625,167.03125
180.6370222568512,7652.68359375,167.53125
181.15173530578613,7649.65234375,168.015625
181.66734910011292,7654.2109375,168.5
182.1824390888214,7652.3828125,169.015625
182.71067571640015,7655.0078125,169.4375
183.22806930541992,7651.375,169.8125
183.73773312568665,7655.7265625,170.328125
184.25525450706482,7654.41796875,170.828125
184.77569150924683,7652.515625,171.328125
185.29157519340515,7649.1015625,171.84375
185.80627727508545,7654.0,172.328125
186.32261276245117,7651.2265625,172.796875
186.8391215801239,7655.375,173.3125
187.35178995132446,7654.23046875,173.8125
187.86741828918457,7656.7890625,174.28125
188.3786461353302,7653.8515625,174.796875
188.88996362686157,7658.6171875,175.3125
189.40914249420166,7656.640625,175.765625
189.92666244506836,7652.28515625,176.1875
190.44271445274353,7657.1875,176.703125
190.95778036117554,7655.5390625,177.203125
191.46750712394714,7658.95703125,177.6875
191.9805290699005,7657.0390625,178.203125
192.50089502334595,7687.578125,178.703125
193.01792550086975,7692.3828125,179.21875
193.53306698799133,7656.68359375,179.71875
194.04665112495422,7660.97265625,180.21875
194.55898070335388,7659.46875,180.71875
195.07583451271057,7658.59765625,181.21875
195.58380484580994,7655.2734375,181.71875
196.1002802848816,7661.32421875,182.234375
196.61144733428955,7660.6171875,182.75
197.12650990486145,7659.09765625,183.265625
197.6420862674713,7656.1875,183.765625
198.17533016204834,7660.72265625,184.21875
198.69341778755188,7656.5859375,184.640625
199.20883774757385,7661.27734375,185.140625
199.72940254211426,7659.48828125,185.65625
200.24664402008057,7655.73828125,186.15625
200.76356315612793,7660.8515625,186.65625
201.27781414985657,7658.4609375,187.125
201.79141354560852,7662.25,187.59375
202.30211853981018,7684.75390625,188.109375
202.81770539283752,7658.15234375,188.625
203.33332991600037,7663.29296875,189.140625
203.8470995426178,7660.95703125,189.5625
204.35862684249878,7659.03515625,190.0625
204.86952781677246,7663.56640625,190.578125
205.38537168502808,7662.0078125,191.078125
205.9007444381714,7660.125,191.59375
206.41246891021729,7664.5390625,192.078125
206.92944288253784,7662.95703125,192.5625
207.4406497478485,7662.453125,193.078125
207.95343780517578,7661.3984375,193.578125
208.46620655059814,7659.20703125,194.078125
208.9773497581482,7664.38671875,194.578125
209.49219703674316,7662.71484375,195.09375
210.01039171218872,7660.47265625,195.578125
210.54395127296448,7664.08203125,196.078125
211.06002140045166,7660.55859375,196.4375
211.5732901096344,7664.7734375,196.9375
212.08255076408386,7667.73046875,197.4375
212.6036398410797,7661.71875,197.921875
213.1172387599945,7666.19140625,198.421875
213.63746857643127,7667.1953125,198.90625
214.15238332748413,7660.4921875,199.421875
214.66946935653687,7665.69140625,199.9375
215.18639421463013,7663.44921875,200.4375
215.6989507675171,7660.47265625,200.90625
216.2166895866394,7665.52734375,201.390625
216.73325324058533,7664.03515625,201.90625
217.24704098701477,7660.74609375,202.375
217.77146673202515,7665.93359375,202.828125
218.28831720352173,7664.015625,203.265625
218.8072111606598,7660.8515625,203.765625
219.32392287254333,7665.4296875,204.25
219.8417453765869,7662.36328125,204.75
220.35804390907288,7666.46875,205.25
220.8726100921631,7666.6875,205.75
221.38742303848267,7662.27734375,206.265625
221.90137648582458,7666.875,206.765625
222.4166669845581,7665.296875,207.28125
222.93378448486328,7662.87890625,207.796875
223.47916865348816,7666.5859375,208.25
223.99574947357178,7662.9296875,208.671875
224.5093548297882,7667.34375,209.1875
225.04989862442017,7663.0859375,209.578125
225.56717705726624,7667.44921875,210.046875
226.0827717781067,7665.41796875,210.515625
226.61055064201355,7667.60546875,210.84375
227.15034246444702,7665.44140625,211.28125
227.66750240325928,7667.62890625,211.640625
228.1815528869629,7666.55859375,212.15625
228.697274684906,7665.43359375,212.65625
229.21019315719604,7663.3515625,213.140625
229.72233486175537,7668.4296875,213.640625
230.23721575737,7667.41796875,214.140625
230.7477650642395,7667.859375,214.65625
231.26103949546814,7663.76171875,215.140625
231.77729392051697,7668.4921875,215.609375
232.2893669605255,7666.88671875,216.09375
232.83200335502625,7663.53515625,216.59375
