tiempo_s,RAM_MB,CPU_percent
48.01266312599182,3.30078125,0.0
48.516432762145996,3.30078125,0.0
49.02015709877014,3.30078125,0.0
49.52421450614929,3.30078125,0.0
50.02811241149902,3.30078125,0.0
50.53185534477234,3.30078125,0.0
51.035738468170166,3.30078125,0.0
51.54032254219055,3.30078125,0.0
52.04400157928467,3.30078125,0.0
52.547358989715576,3.30078125,0.0
53.052292585372925,3.30078125,0.0
53.556119441986084,3.30078125,0.0
54.07185745239258,3.30078125,0.0
54.57790231704712,3.30078125,0.0
55.07983994483948,3.30078125,0.0
55.590250730514526,3.30078125,0.0
56.091344356536865,3.30078125,0.0
56.595409870147705,3.30078125,0.0
57.10279822349548,3.30078125,0.0
57.60655188560486,3.30078125,0.0
58.11036252975464,3.30078125,0.0
58.61866760253906,3.30078125,0.0
59.119686126708984,3.30078125,0.0
59.6234917640686,3.30078125,0.0
60.12791705131531,3.30078125,0.0
60.63492751121521,3.30078125,0.0
61.137195348739624,3.30078125,0.0
61.64326882362366,3.30078125,0.0
62.147528886795044,3.30078125,0.0
62.6511914730072,3.30078125,0.0
63.155526638031006,3.30078125,0.0
63.66254925727844,3.30078125,0.0
64.16749501228333,3.30078125,0.0
64.67215943336487,3.30078125,0.0
65.1795175075531,3.30078125,0.0
65.68158149719238,3.30078125,0.0
66.184237241745,3.30078125,0.0
66.68845868110657,3.30078125,0.0
67.19683504104614,3.30078125,0.0
67.69783663749695,3.30078125,0.0
68.2049069404602,3.30078125,0.0
68.70962023735046,3.30078125,0.0
69.21340727806091,3.30078125,0.0
69.71667838096619,3.30078125,0.0
70.22047066688538,3.30078125,0.0
70.72395205497742,3.30078125,0.0
71.232990026474,3.30078125,0.0
71.7344491481781,3.30078125,0.0
72.23909211158752,3.30078125,0.0
72.7431869506836,3.30078125,0.0
73.25102877616882,3.30078125,0.0
73.75574898719788,3.30078125,0.0
74.25926446914673,3.30078125,0.0
74.76318573951721,3.30078125,0.0
75.2664647102356,3.30078125,0.0
75.7709105014801,3.30078125,0.0
76.27513670921326,3.30078125,0.0
76.78338193893433,3.30078125,0.0
77.28513836860657,3.30078125,0.0
77.78943872451782,3.30078125,0.0
78.29708552360535,3.30078125,0.0
78.80190420150757,3.30078125,0.0
79.30691766738892,3.30078125,0.0
79.81131386756897,3.30078125,0.0
80.3139398097992,3.30078125,0.0
80.82357811927795,3.30078125,0.0
81.32475256919861,3.30078125,0.0
81.82871556282043,3.30078125,0.0
82.3322343826294,3.30078125,0.0
82.83530807495117,3.30078125,0.0
83.33981251716614,3.30078125,0.0
83.84623050689697,3.30078125,0.0
84.349778175354,3.30078125,0.0
84.85807752609253,3.30078125,0.0
85.35915422439575,3.30078125,0.0
85.86393904685974,3.30078125,0.0
86.3668885231018,3.30078125,0.0
86.87319660186768,3.30078125,0.0
87.3793773651123,3.30078125,0.0
87.89574384689331,3.30078125,0.0
88.4007511138916,3.30078125,0.0
88.90944457054138,3.30078125,0.0
89.41294932365417,3.30078125,0.0
89.91368699073792,3.30078125,0.0
90.41734838485718,3.30078125,0.0
90.92219543457031,3.30078125,0.0
91.4240927696228,3.30078125,0.0
91.92783713340759,3.30078125,0.0
92.4318733215332,3.30078125,0.0
92.93541097640991,3.30078125,0.0
93.44102931022644,3.30078125,0.0
93.94291639328003,3.30078125,0.0
94.44621467590332,3.30078125,0.0
94.95284867286682,3.30078125,0.0
95.45765781402588,3.30078125,0.0
95.96524095535278,3.30078125,0.0
96.47092938423157,3.30078125,0.0
96.9756076335907,3.30078125,0.0
97.47931981086731,3.30078125,0.0
97.9832193851471,3.30078125,0.0
98.4908037185669,3.30078125,0.0
98.99506258964539,3.30078125,0.0
99.49934005737305,3.30078125,0.0
100.00235056877136,3.30078125,0.0
100.50348258018494,3.30078125,0.0
101.00694918632507,3.30078125,0.0
101.51038384437561,3.30078125,0.0
102.01419615745544,3.30078125,0.0
102.51774573326111,3.30078125,0.0
103.0213406085968,3.30078125,0.0
103.52476763725281,3.30078125,0.0
104.02829074859619,3.30078125,0.0
104.5341796875,3.30078125,0.0
105.03945398330688,3.30078125,0.0
105.53965783119202,3.30078125,0.0
106.04342484474182,3.30078125,0.0
106.54913258552551,3.30078125,0.0
107.05416679382324,3.30078125,0.0
107.55754256248474,3.30078125,0.0
108.05880522727966,3.30078125,0.0
108.56566786766052,3.30078125,0.0
109.06616759300232,3.30078125,0.0
109.56980919837952,3.30078125,0.0
110.07335495948792,3.30078125,0.0
110.5767126083374,3.30078125,0.0
111.08003401756287,3.30078125,0.0
111.58355665206909,3.30078125,0.0
112.08718395233154,3.30078125,0.0
112.59171676635742,3.30078125,0.0
113.09444856643677,3.30078125,0.0
113.59784626960754,3.30078125,0.0
114.10340547561646,3.30078125,0.0
114.60535669326782,3.30078125,0.0
115.11201357841492,3.30078125,0.0
115.61318349838257,3.30078125,0.0
116.12005043029785,3.30078125,0.0
116.62370109558105,3.30078125,0.0
117.1300618648529,3.30078125,0.0
117.63350319862366,3.30078125,0.0
118.13664150238037,3.30078125,0.0
118.63722038269043,3.30078125,0.0
119.1449236869812,3.30078125,0.0
119.64553213119507,3.30078125,0.0
120.15384221076965,3.30078125,0.0
120.65458798408508,3.30078125,0.0
121.16414332389832,3.30078125,0.0
121.66607570648193,3.30078125,0.0
122.16957473754883,3.30078125,0.0
122.67307090759277,3.30078125,0.0
123.1809344291687,3.30078125,0.0
123.68109846115112,3.30078125,0.0
124.18587303161621,3.30078125,0.0
124.69001913070679,3.30078125,0.0
125.20131635665894,3.30078125,0.0
125.7014811038971,3.30078125,0.0
126.20513796806335,3.30078125,0.0
126.70948815345764,3.30078125,0.0
127.21375632286072,3.30078125,0.0
127.72018361091614,3.30078125,0.0
128.2234377861023,3.30078125,0.0
128.7296986579895,3.30078125,0.0
129.23043370246887,3.30078125,0.0
129.7376823425293,3.30078125,0.0
130.24296951293945,3.30078125,0.0
130.74728083610535,3.30078125,0.0
131.25120615959167,3.30078125,0.0
131.75594091415405,3.30078125,0.0
132.25987482070923,3.30078125,0.0
132.7615349292755,3.30078125,0.0
133.26883125305176,3.30078125,0.0
133.769118309021,3.30078125,0.0
134.2744655609131,3.30078125,0.0
134.77563858032227,3.30078125,0.0
135.27899408340454,3.30078125,0.0
135.78302645683289,3.30078125,0.0
136.28787088394165,3.30078125,0.0
136.79211139678955,3.30078125,0.0
137.29547929763794,3.30078125,0.0
137.79868483543396,3.30078125,0.0
138.30242228507996,3.30078125,0.0
138.8068175315857,3.30078125,0.0
139.3115680217743,3.30078125,0.0
139.81531023979187,3.30078125,0.0
140.31910920143127,3.30078125,0.0
140.82383799552917,3.30078125,0.0
141.32732844352722,3.30078125,0.0
141.83252143859863,3.30078125,0.0
142.33592677116394,3.30078125,0.0
142.84210228919983,3.30078125,0.0
143.34396719932556,3.30078125,0.0
143.8521990776062,3.30078125,0.0
144.36025667190552,3.30078125,0.0
144.86763858795166,3.30078125,0.0
145.37257289886475,3.30078125,0.0
145.87529730796814,3.30078125,0.0
146.37895107269287,3.30078125,0.0
146.8834035396576,3.30078125,0.0
147.39210534095764,3.30078125,0.0
147.89591693878174,3.30078125,0.0
148.39685940742493,3.30078125,0.0
148.90082621574402,3.30078125,0.0
149.40529656410217,3.30078125,0.0
149.90998601913452,3.30078125,0.0
150.41444563865662,3.30078125,0.0
150.91872596740723,3.30078125,0.0
151.42351412773132,3.30078125,0.0
151.92855143547058,3.30078125,0.0
152.4389488697052,3.30078125,0.0
152.9453089237213,3.30078125,0.0
153.44797134399414,3.30078125,0.0
153.95001244544983,3.30078125,0.0
154.4550371170044,3.30078125,0.0
154.96756792068481,3.30078125,0.0
155.47273564338684,3.30078125,0.0
155.98032212257385,3.30078125,0.0
156.48174929618835,3.30078125,0.0
156.98805856704712,3.30078125,0.0
157.4931185245514,3.30078125,0.0
158.0051612854004,3.30078125,0.0
158.5109302997589,3.30078125,0.0
159.0152473449707,3.30078125,0.0
159.51873469352722,3.30078125,0.0
160.02321577072144,3.30078125,0.0
160.52688550949097,3.30078125,0.0
161.0310423374176,3.30078125,0.0
161.53546023368835,3.30078125,0.0
162.04851078987122,3.30078125,0.0
162.55291438102722,3.30078125,0.0
163.06563925743103,3.30078125,0.0
163.57298493385315,3.30078125,0.0
164.0779869556427,3.30078125,0.0
164.58384251594543,3.30078125,0.0
165.09552788734436,3.30078125,0.0
165.5964539051056,3.30078125,0.0
166.10335564613342,3.30078125,0.0
166.60934615135193,3.30078125,0.0
167.11262845993042,3.30078125,0.0
167.6171600818634,3.30078125,0.0
168.1230490207672,3.30078125,0.0
168.62877750396729,3.30078125,0.0
169.1361382007599,3.30078125,0.0
169.64384579658508,3.30078125,0.0
170.1445701122284,3.30078125,0.0
170.64925622940063,3.30078125,0.0
171.15310406684875,3.30078125,0.0
171.66489434242249,3.30078125,0.0
172.16998887062073,3.30078125,0.0
172.67544531822205,3.30078125,0.0
173.18057131767273,3.30078125,0.0
173.68493819236755,3.30078125,0.0
174.18861055374146,3.30078125,0.0
174.6971719264984,3.30078125,0.0
175.2099006175995,3.30078125,0.0
175.71645736694336,3.30078125,0.0
176.22220516204834,3.30078125,0.0
176.72974920272827,3.30078125,0.0
177.23275804519653,3.30078125,0.0
177.7363920211792,3.30078125,0.0
178.24131107330322,3.30078125,0.0
178.74667406082153,3.30078125,0.0
179.25315499305725,3.30078125,0.0
179.75757956504822,3.30078125,0.0
180.26201272010803,3.30078125,0.0
180.77167630195618,3.30078125,0.0
181.27696537971497,3.30078125,0.0
181.78194093704224,3.30078125,0.0
182.2886517047882,3.30078125,0.0
182.79252171516418,3.30078125,0.0
183.2968099117279,3.30078125,0.0
183.80127954483032,3.30078125,0.0
184.30582404136658,3.30078125,0.0
184.8092200756073,3.30078125,0.0
185.31379914283752,3.30078125,0.0
185.81825804710388,3.30078125,0.0
186.32283782958984,3.30078125,0.0
186.82867765426636,3.30078125,0.0
187.33777475357056,3.30078125,0.0
187.84220838546753,3.30078125,0.0
188.34766459465027,3.30078125,0.0
188.8525514602661,3.30078125,0.0
189.35288882255554,3.30078125,0.0
189.86491322517395,3.30078125,0.0
190.36891627311707,3.30078125,0.0
190.87225985527039,3.30078125,0.0
191.37651419639587,3.30078125,0.0
191.88008832931519,3.30078125,0.0
192.3895845413208,3.30078125,0.0
192.89445781707764,3.30078125,0.0
193.39873480796814,3.30078125,0.0
193.90454959869385,3.30078125,0.0
194.40964603424072,3.30078125,0.0
194.9133505821228,3.30078125,0.0
195.41746640205383,3.30078125,0.0
195.923602104187,3.30078125,0.0
196.428808927536,3.30078125,0.0
196.93714118003845,3.30078125,0.0
197.4414780139923,3.30078125,0.0
197.94683003425598,3.30078125,0.0
198.44905829429626,3.30078125,0.0
198.95494413375854,3.30078125,0.0
199.45668983459473,3.30078125,0.0
199.96492624282837,3.30078125,0.0
200.46635103225708,3.30078125,0.0
200.97281432151794,3.30078125,0.0
201.47833776474,3.30078125,0.0
201.98190188407898,3.30078125,0.0
202.4846966266632,3.30078125,0.0
202.99427604675293,3.30078125,0.0
203.50062465667725,3.30078125,0.0
204.0046501159668,3.30078125,0.0
204.5082881450653,3.30078125,0.0
205.0161097049713,3.30078125,0.0
205.51889324188232,3.30078125,0.0
206.02445363998413,3.30078125,0.0
206.52890920639038,3.30078125,0.0
207.03783297538757,3.30078125,0.0
207.54242181777954,3.30078125,0.0
208.04287338256836,3.30078125,0.0
208.5473690032959,3.30078125,0.0
209.05137252807617,3.30078125,0.0
209.55625581741333,3.30078125,0.0
210.0604965686798,3.30078125,0.0
210.56419682502747,3.30078125,0.0
211.06874132156372,3.30078125,0.0
211.57668495178223,3.30078125,0.0
212.07990837097168,3.30078125,0.0
212.5810990333557,3.30078125,0.0
213.08849430084229,3.30078125,0.0
213.59339213371277,3.30078125,0.0
214.09372067451477,3.30078125,0.0
214.59739637374878,3.30078125,0.0
215.101172208786,3.30078125,0.0
215.60694670677185,3.30078125,0.0
216.11171054840088,3.30078125,0.0
216.61665439605713,3.30078125,0.0
217.12045288085938,3.30078125,0.0
217.62418723106384,3.30078125,0.0
218.12554001808167,3.30078125,0.0
218.6292862892151,3.30078125,0.0
219.1347143650055,3.30078125,0.0
219.6387231349945,3.30078125,0.0
220.1453778743744,3.30078125,0.0
220.64661979675293,3.30078125,0.0
221.15033340454102,3.30078125,0.0
221.65422415733337,3.30078125,0.0
222.1600501537323,3.30078125,0.0
222.66443395614624,3.30078125,0.0
223.1671552658081,3.30078125,0.0
223.66991305351257,3.30078125,0.0
224.17373538017273,3.30078125,0.0
224.67773175239563,3.30078125,0.0
225.18135952949524,3.30078125,0.0
225.68501329421997,3.30078125,0.0
226.18844962120056,3.30078125,0.0
226.69498372077942,3.30078125,0.0
227.19915986061096,3.30078125,0.0
227.69988918304443,3.30078125,0.0
228.20501136779785,3.30078125,0.0
228.7094213962555,3.30078125,0.0
229.21092104911804,3.30078125,0.0
229.71476411819458,3.30078125,0.0
230.21839904785156,3.30078125,0.0
230.7234926223755,3.30078125,0.0
231.22679090499878,3.30078125,0.0
231.7296347618103,3.30078125,0.0
232.23222303390503,3.30078125,0.0
232.7357199192047,3.30078125,0.0
233.24223279953003,3.30078125,0.0
233.74798345565796,3.30078125,0.0
234.25232315063477,3.30078125,0.0
234.7535364627838,3.30078125,0.0
235.26093745231628,3.30078125,0.0
235.7644567489624,3.30078125,0.0
236.26540732383728,3.30078125,0.0
236.77228474617004,3.30078125,0.0
237.2774543762207,3.30078125,0.0
237.7784194946289,3.30078125,0.0
238.28260397911072,3.30078125,0.0
238.7886025905609,3.30078125,0.0
239.29311561584473,3.30078125,0.0
239.79806637763977,3.30078125,0.0
240.3038489818573,3.30078125,0.0
240.82138180732727,3.30078125,0.0
241.32205891609192,3.30078125,0.0
241.82940816879272,3.30078125,0.0
242.33318829536438,3.30078125,0.0
242.83761596679688,3.30078125,0.0
243.34347343444824,3.30078125,0.0
243.84546899795532,3.30078125,0.0
244.34898281097412,3.30078125,0.0
244.85255551338196,3.30078125,0.0
245.3562982082367,3.30078125,0.0
245.85999369621277,3.30078125,0.0
246.3658516407013,3.30078125,0.0
246.8699505329132,3.30078125,0.0
247.37379121780396,3.30078125,0.0
247.87807893753052,3.30078125,0.0
248.38394856452942,3.30078125,0.0
