tiempo_s,RAM_MB,CPU_acumulado_s
0.004939079284667969,1.92578125,0.015625
0.5200724601745605,24.60546875,0.203125
1.0350563526153564,61.32421875,0.515625
1.5549371242523193,85.5703125,0.8125
2.0642247200012207,96.94140625,1.0625
2.5966367721557617,103.9296875,1.21875
3.149419069290161,105.3984375,1.25
3.667309284210205,108.08203125,1.28125
4.181085586547852,110.40234375,1.375
4.694241523742676,111.67578125,1.40625
5.2456419467926025,112.5625,1.421875
5.771069526672363,115.17578125,1.484375
6.2820165157318115,118.68359375,1.578125
6.800894260406494,120.3984375,1.640625
7.317753553390503,122.76171875,1.6875
7.860570907592773,123.578125,1.75
8.387604475021362,126.29296875,1.8125
8.907460689544678,127.38671875,1.859375
9.42659878730774,128.12109375,1.859375
9.944896697998047,130.796875,2.046875
10.464828491210938,132.59765625,2.09375
10.98705768585205,135.63671875,2.15625
11.508908748626709,140.0703125,2.375
12.041637182235718,145.83203125,2.609375
12.555747747421265,156.76953125,2.96875
13.073675870895386,164.80078125,3.3125
13.592504024505615,170.87890625,3.65625
14.115469217300415,171.125,4.125
14.642333269119263,174.546875,4.515625
15.173374891281128,183.47265625,4.71875
15.694767713546753,186.6796875,4.96875
16.214678049087524,189.40234375,5.03125
16.73023819923401,192.60546875,5.125
17.25605297088623,199.12890625,5.328125
17.766034603118896,202.0078125,5.390625
18.289246082305908,202.44921875,5.421875
18.808072328567505,202.47265625,5.46875
19.315407752990723,203.26171875,5.515625
19.8392972946167,203.3125,5.625
20.349258184432983,203.31640625,5.765625
20.863439083099365,203.328125,5.828125
21.376932382583618,203.34375,5.921875
21.897616863250732,203.3671875,6.03125
22.412017583847046,203.37109375,6.203125
22.93045425415039,203.375,6.25
23.444161891937256,203.390625,6.25
23.97090196609497,203.578125,6.3125
24.48308563232422,205.7421875,6.453125
25.009424448013306,208.16015625,6.546875
25.577445030212402,209.3984375,6.609375
26.10528802871704,213.015625,6.890625
26.632848024368286,213.9140625,7.046875
27.20703673362732,215.3828125,7.0625
27.93541193008423,217.6875,7.1875
28.458227157592773,218.63671875,7.203125
28.976471185684204,222.33203125,7.328125
29.49558162689209,228.4609375,7.546875
30.01091194152832,234.19140625,7.828125
